27 0 2804.055594246791,27 1 2776.964229552832,27 2 2749.4542640019754,27 3 2721.8508518459867,27 4 2694.5156867083097,27 5 2667.835835087217,27 6 2642.209419503941,27 7 2618.028927523269,27 8 2595.663323254936,27 9 2575.4404447496117,27 10 2557.6313087158574,27 11 2542.4378551678033,27 12 2529.9853304239555,27 13 2520.319964855877,27 14 2513.411945777351,27 15 2509.1630445940564,27 16 2507.4177570139937,27 17 2507.976541438135,27 18 2510.6097166280183,27 19 2515.070767500752,27 20 2521.1081302234634,27 21 2528.474897349542,27 22 2536.9362275797794,27 23 2546.2745170495355,27 24 2556.2925723268017,27 25 2566.8151237682523,27 26 2577.689048233531,27 27 2588.782653375283,27 28 2599.984331456451,27 29 2611.2008344253145,27 30 2622.355364493174,27 31 2633.385622073763,27 32 2644.241908716527,27 33 2654.88534742929,27 34 2665.2862560487474,27 35 2675.4226899302403,27 36 2685.279156818743,27 37 2694.8454979893554,27 38 2704.11592442586,27 39 2713.0881939651194,27 40 2721.762914206492,27 41 2730.1429559886265,27 42 2738.232962945477,27 43 2746.0389437669187,27 44 2753.5679350988257,27 45 2760.8277243846383,27 46 2767.826623287625,27 47 2774.573283588042,27 48 2781.0765485946226,27 49 2787.3453341336904,27 50 2793.388534080879,27 51 2799.2149461851095,27 52 2804.8332146111998,27 53 2810.2517862066975,27 54 2815.4788779915198,27 55 2820.522453786372,27 56 2825.3902082480445,27 57 2830.089556875651,27 58 2834.627630800013,27 59 2839.0112753758713,27 60 2843.247051769768,27 61 2847.341240880652,27 62 2851.2998490502587,27 63 2855.128615119818,27 64 2858.8330184722954,27 65 2862.4182877676485,27 66 2865.889410135144,27 67 2869.2511406333874,27 68 2872.5080118271503,27 69 2875.6643433617196,27 70 2878.7242514414133,27 71 2881.6916581401947,27 72 2884.5703004896623,27 73 2887.363739303846,27 74 2890.07536771173,27 75 2892.708419377675,27 76 2895.265976397404,27 77 2897.750976863152,27 78 2900.166222096335,27 79 2902.514383549769,27 80 2904.798009384426,27 81 2907.01953072783,27 82 2909.181267622934,27 83 2911.2854346774648,27 84 2913.3341464245887,27 85 2915.3294224062756,27 86 2917.273191991062,27 87 2919.16729893803,27 88 2921.013505718775,27 89 2922.813497609029,27 90 2924.568886561318,27 91 2926.2812148698004,27 92 2927.9519586380206,27 93 2929.5825310599726,27 94 2931.1742855244397,27 95 2932.7285185521696,27 96 2934.2464725749996,27 97 2935.7293385656294,27 98 2937.178258526324,27 99 2938.5943278443915,
28 0 2806.52700884532,28 1 2781.67614031005,28 2 2756.5444699021036,28 3 2731.4127846089964,28 4 2706.588927692129,28 5 2682.3985765124557,28 6 2659.173808301332,28 7 2637.240075614367,28 8 2616.902476241467,28 9 2598.432391069786,28 10 2582.055632250975,28 11 2567.943161634103,28 12 2556.2052004969655,28 13 2546.889184251165,28 14 2539.9815795438158,28 15 2535.4131540402454,28 16 2533.0669471296424,28 17 2532.7879863135213,28 18 2534.3937475349767,28 19 2537.684451161375,28 20 2542.4524765729584,28 21 2548.4904154667483,28 22 2555.597519808598,28 23 2563.5845012366035,28 24 2572.2767873676357,28 25 2581.516433835614,28 26 2591.162935596819,28 27 2601.09318847342,28 28 2611.2008344253145,28 29 2621.3951925562164,28 30 2631.599940763068,28 31 2641.7516759380487,28 32 2651.798447117706,28 33 2661.698327571597,28 34 2671.418068965512,28 35 2680.931863131633,28 36 2690.220223967271,28 37 2699.268992764899,28 38 2708.068464053902,28 39 2716.612625093921,28 40 2724.89849989852,28 41 2732.925587601355,28 42 2740.6953847288073,28 43 2748.21098123001,28 44 2755.47672073025,28 45 2762.497916269511,28 46 2769.2806136627096,28 47 2775.8313955042368,28 48 2782.1572196938264,28 49 2788.265287157863,28 50 2794.16293416698,28 51 2799.8575453018802,28 52 2805.3564836950154,28 53 2810.667035679649,28 54 2815.7963674151624,28 55 2820.75149143459,28 56 2825.539241383792,28 57 2830.16625349781,28 58 2834.638953594813,28 59 2838.963548567236,28 60 2843.1460215181364,28 61 2847.192129832884,28 62 2851.1074055960257,28 63 2854.8971578637083,28 64 2858.5664763865075,28 65 2862.1202364482456,28 66 2865.563104545593,28 67 2868.8995446827407,28 68 2872.1338250967347,28 69 2875.270025263474,28 70 2878.312043063063,28 71 2881.2636020069726,28 72 2884.1282584492806,28 73 2886.9094087205567,28 74 2889.610296136532,28 75 2892.2340178448017,28 76 2894.783531481983,28 77 2897.2616616212604,28 78 2899.671105996356,28 79 2902.0144414929673,28 80 2904.294129902713,28 81 2906.512523437869,28 82 2908.6718700077445,28 83 2910.7743182595646,28 84 2912.821922388309,28 85 2914.8166467211677,28 86 2916.7603700831482,28 87 2918.6548899510535,28 88 2920.501926403463,28 89 2922.303125874649,28 90 2924.0600647205133,28 91 2925.7742526046386,28 92 2927.4471357125426,28 93 2929.0800998020904,28 94 2930.674473097852,28 95 2932.231529037004,28 96 2933.7524888741423,28 97 2935.238524152094,28 98 2936.6907590455917,28 99 2938.1102725843566,
29 0 2809.502451628575,29 1 2786.655912306463,29 2 2763.633561092811,29 3 2740.6782216245233,29 4 2718.052786250209,29 5 2696.0326216252324,29 6 2674.8964148148198,29 7 2654.915951435343,29 8 2636.345490679877,29 9 2619.411518520907,29 10 2604.303692350896,29 11 2591.1677208298825,29 12 2580.100751778872,29 13 2571.1495887826272,29 14 2564.3117619677614,29 15 2559.539188579475,29 16 2556.743921441296,29 17 2555.805332244351,29 18 2556.578025846343,29 19 2558.8998242873085,29 20 2562.599271893774,29 21 2567.5022646949787,29 22 2573.4375680355906,29 23 2580.241131936912,29 24 2587.759229892547,29 25 2595.850527851962,29 26 2604.3872375393807,29 27 2613.2555275794502,29 28 2622.355364493174,29 29 2631.599940763068,29 30 2640.9148250169337,29 31 2650.236944598853,29 32 2659.513486525711,29 33 2668.700780929103,29 34 2677.7632124497654,29 35 2686.672189916815,29 36 2695.405192831834,29 37 2703.94490429655,29 38 2712.278433594748,29 39 2720.3966271822064,29 40 2728.2934639115533,29 41 2735.9655285434633,29 42 2743.411556659913,29 43 2750.632043752604,29 44 2757.6289113198104,29 45 2764.4052231251353,29 46 2770.964945247511,29 47 2777.312744108907,29 48 2783.453817253086,29 49 2789.3937522310625,29 50 2795.1384095048497,29 51 2800.693825797792,29 52 2806.0661347907885,29 53 2811.2615024866664,29 54 2816.2860749404736,29 55 2821.1459363837985,29 56 2825.847076059653,29 57 2830.3953623348566,29 58 2834.7965228730695,29 59 2839.056129837648,29 60 2843.179589252892,29 61 2847.172133788529,29 62 2851.0388183483956,29 63 2854.784517943095,29 64 2858.413927410283,29 65 2861.931562617318,29 66 2865.341762841189,29 67 2868.648694071477,29 68 2871.856353025028,29 69 2874.968571697183,29 70 2877.9890223048856,29 71 2880.9212225025835,29 72 2883.768540773367,29 73 2886.534201915831,29 74 2889.2212925622243,29 75 2891.8327666761415,29 76 2894.3714509885,29 77 2896.8400503393623,29 78 2899.2411529004644,29 79 2901.577235259346,29 80 2903.8506673509974,29 81 2906.0637172270453,29 82 2908.2185556558898,29 83 2910.3172605499603,29 84 2912.3618212184756,29 85 2914.3541424459354,29 86 2916.2960483979627,29 87 2918.189286357295,29 88 2920.0355302935677,29 89 2921.836384271242,29 90 2923.593385700502,29 91 2925.3080084363232,29 92 2926.981665731159,29 93 2928.6157130468077,29 94 2930.211450731147,29 95 2931.770126565356,29 96 2933.292938187272,29 97 2934.7810353963955,29 98 2936.2355223459576,29 99 2937.6574596273385,
30 0 2812.8477332581815,30 1 2791.7968809373488,30 2 2770.6500463826587,30 3 2749.6176320122554,30 4 2728.924943109127,30 5 2708.8059396243098,30 6 2689.4958837959243,30 7 2671.223269336961,30 8 2654.2015326400897,30 9 2638.6211184930235,30 10 2624.6424854014276,30 11 2612.390579602545,30 12 2601.9511840948103,30 13 2593.3693737447547,30 14 2586.650104610322,30 15 2581.7607656650243,30 16 2578.6353538019175,30 17 2577.179820517691,30 18 2577.2780913655206,30 19 2578.798274721165,30 20 2581.598641902701,30 21 2585.533057662731,30 22 2590.4556490507243,30 23 2596.2246051136763,30 24 2602.7050884977866,30 25 2609.771306940622,30 26 2617.3078368656775,30 27 2625.2103150868948,30 28 2633.385622073763,30 29 2641.7516759380487,30 30 2650.236944598853,30 31 2658.779768021842,30 32 2667.3275656571623,30 33 2675.83598799575,30 34 2684.2680565775427,30 35 2692.593324322996,30 36 2700.7870778494625,30 37 2708.829595368618,30 38 2716.7054676034086,30 39 2724.4029846212725,30 40 2731.913588256536,30 41 2739.2313876116123,30 42 2746.352733741588,30 43 2753.2758488372415,30 44 2760.000504863395,30 45 2766.5277465537283,30 46 2772.8596538108563,30 47 2778.9991388373005,30 48 2784.9497736747307,30 49 2790.715644216631,30 50 2796.301227156555,30 51 2801.711286722339,30 52 2806.950788414741,30 53 2812.024827310215,30 54 2816.9385687988033,30 55 2821.6971999082825,30 56 2826.3058896153907,30 57 2830.769756765669,30 58 2835.093844417222,30 59 2839.2830995929153,30 60 2843.3423575726597,30 61 2847.2763299847497,30 62 2851.089596065206,30 63 2854.786596548695,30 64 2858.3716297358346,30 65 2861.848849351358,30 66 2865.2222638671433,30 67 2868.4957370149996,30 68 2871.672989257467,30 69 2874.7576000218346,30 70 2877.753010533998,30 71 2880.66252711548,30 72 2883.4893248295834,30 73 2886.2364513818698,30 74 2888.9068311963883,30 75 2891.50326960286,30 76 2894.028457081618,30 77 2896.4849735228977,30 78 2898.8752924653654,30 79 2901.201785285619,30 80 2903.466725316321,30 81 2905.6722918754367,30 82 2907.820574193123,30 83 2909.9135752262405,30 84 2911.9532153532473,30 85 2913.941335944588,30 86 2915.8797028055815,30 87 2917.770009490424,30 88 2919.6138804871603,30 89 2921.4128742745515,30 90 2923.1684862525594,30 91 2924.882151548842,30 92 2926.555247704161,30 93 2928.189097239976,30 94 2929.7849701118093,30 95 2931.3440860521355,30 96 2932.8676168067177,30 97 2934.3566882683576,30 98 2935.8123825120842,30 99 2937.2357397357714,
31 0 2816.4575466813635,31 1 2797.018258569196,31 2 2777.5434858093167,31 3 2758.215958186475,31 4 2739.2294762759707,31 5 2720.7837683722405,31 6 2703.078562209373,31 7 2686.3071731401046,31 8 2670.6499867295483,31 9 2656.268258365206,31 10 2643.298655220579,31 11 2631.848921808733,31 12 2621.9949616953613,31 13 2613.779504672595,31 14 2607.2123871822473,31 15 2602.2723337705916,31 16 2598.9100080073276,31 17 2597.052017289376,31 18 2596.6055148460487,31 19 2597.4630437880046,31 20 2599.507305236533,31 21 2602.61559425791,31 22 2606.663721015379,31 23 2611.529308922569,31 24 2617.0944281055845,31 25 2623.247576014493,31 26 2629.885055596335,31 27 2636.9118255341073,31 28 2644.241908716527,31 29 2651.798447117706,31 30 2659.513486525711,31 31 2667.3275656571623,31 32 2675.1891732235667,31 33 2683.0541250142273,31 34 2690.8849020608677,31 35 2698.6499810611303,31 36 2706.323179755072,31 37 2713.8830329435928,31 38 2721.3122092426343,31 39 2728.5969743358864,31 40 2735.726703240016,31 41 2742.693441742043,31 42 2749.49151553125,31 43 2756.1171844703554,31 44 2762.5683387988124,31 45 2768.8442337246215,31 46 2774.945258751661,31 47 2780.8727381381323,31 48 2786.6287590351944,31 49 2792.216024073768,31 50 2797.6377254224312,31 51 2802.8974376097426,31 52 2807.9990266756013,31 53 2812.946573478809,31 54 2817.744309235694,31 55 2822.3965615940115,31 56 2826.907709755693,31 57 2831.2821473509302,31 58 2835.524251935065,31 59 2839.638360129757,31 60 2843.6287475623362,31 61 2847.4996128734592,31 62 2851.255065164879,31 63 2854.899114347677,31 64 2858.435663928255,31 65 2861.8685058360393,31 66 2865.2013169544493,31 67 2868.437657066424,31 68 2871.580967968566,31 69 2874.6345735448226,31 70 2877.601680622207,31 71 2880.485380458186,31 72 2883.2886507325893,31 73 2886.014357936772,31 74 2888.6652600697435,31 75 2891.2440095654943,31 76 2893.7531563881203,31 77 2896.1951512418896,31 78 2898.572348852377,31 79 2900.8870112824125,31 80 2903.141311253068,31 81 2905.3373354454134,31 82 2907.4770877633987,31 83 2909.562492542167,31 84 2911.595397689395,31 85 2913.577577750074,31 86 2915.5107368874433,31 87 2917.3965117747903,31 88 2919.2364743944268,31 89 2921.0321347415243,31 90 2922.78494343161,31 91 2924.4962942114394,31 92 2926.167526373721,31 93 2927.7999270767696,31 94 2929.394733570652,31 95 2930.9531353317866,31 96 2932.476276108233,31 97 2933.9652558781518,31 98 2935.421132724092,31 99 2936.8449246258356,
32 0 2820.2493001986604,32 1 2802.259121962612,32 2 2784.2790750194636,32 3 2766.4682594805963,32 4 2748.9939940981444,32 5 2732.0275766371524,32 6 2715.739483532315,32 7 2700.2942445049785,32 8 2685.8452788366726,32 9 2672.530007653994,32 10 2660.4655545642318,32 11 2649.7453126815435,32 12 2640.4365916062684,32 13 2632.579470230086,32 14 2626.186881238518,32 15 2621.2458538228593,32 16 2617.719754978922,32 17 2615.5513067324437,32 18 2614.66612221131,32 19 2614.9764982891,32 20 2616.385222795965,32 21 2618.7891932825696,32 22 2622.082694007225,32 23 2626.160230488848,32 24 2630.918870380916,32 25 2636.260081350813,32 26 2642.0910889407996,32 27 2648.325799637212,32 28 2654.88534742929,32 29 2661.698327571597,32 30 2668.700780929103,32 31 2675.83598799575,32 32 2683.0541250142273,32 33 2690.3118268404655,32 34 2697.571693207338,32 35 2704.8017674600787,32 36 2711.9750100237566,32 37 2719.0687829950853,32 38 2726.0643573692632,32 39 2732.9464504741964,32 40 2739.7027980975217,32 41 2746.3237634409256,32 42 2752.8019833009826,32 43 2759.1320506406937,32 44 2765.310231877479,32 45 2771.334216681875,32 46 2777.202897781623,32 47 2782.9161781371777,32 48 2788.474802848192,32 49 2793.8802132283126,32 50 2799.1344206185395,32 51 2804.239897675718,32 52 2809.199485056372,32 53 2814.016311605618,32 54 2818.693726348333,32 55 2823.2352407598023,32 56 2827.6444799623196,32 57 2831.925141650866,32 58 2836.080961694121,32 59 2840.1156854865244,32 60 2844.0330442433783,32 61 2847.836735534514,32 62 2851.5304074440046,32 63 2855.1176458243876,32 64 2858.6019641852263,32 65 2861.9867958182335,32 66 2865.275487815786,32 67 2868.471296687202,32 68 2871.577385318527,32 69 2874.596821057486,32 70 2877.532574736381,32 71 2880.387520472628,32 72 2883.164436109953,32 73 2885.866004183292,32 74 2888.494813307827,32 75 2891.05335990749,32 76 2893.544050211087,32 77 2895.9692024552774,32 78 2898.3310492430915,32 79 2900.631740014808,32 80 2902.8733435950107,32 81 2905.0578507855653,32 82 2907.1871769794216,32 83 2909.2631647744447,32 84 2911.287586570258,32 85 2913.2621471341963,32 86 2915.188486125206,32 87 2917.068180566781,32 88 2918.9027472619846,32 89 2920.693645145226,32 90 2922.4422775668554,32 91 2924.1499945077917,32 92 2925.8180947223536,32 93 2927.4478278083025,32 94 2929.0403962037553,32 95 2930.5969571111614,32 96 2932.1186243490356,32 97 2933.606470132457,32 98 2935.061526783659,32 99 2936.484788374274,
33 0 2824.158290665226,33 1 2807.4738172220377,33 2 2790.83361611408,33 3 2774.3765869285057,33 4 2758.2477184298377,33 5 2742.5945860872916,33 6 2727.563447648967,33 7 2713.2951210248593,33 8 2699.9208630486883,33 9 2687.5584847722002,33 10 2676.308934899985,33 11 2666.2535564512323,33 12 2657.4521745040183,33 13 2649.9421098180496,33 14 2643.738141595698,33 15 2638.8333712560075,33 16 2635.200876265519,33 17 2632.7959955277956,33 18 2631.55905960624,33 19 2631.4183710435377,33 20 2632.293250272969,33 21 2634.096987010973,33 22 2636.739570414242,33 23 2640.130108448015,33 24 2644.1788833372293,33 25 2648.7990223390475,33 26 2653.9077893922,33 27 2659.427522688651,33 28 2665.2862560487474,33 29 2671.418068965512,33 30 2677.7632124497654,33 31 2684.2680565775427,33 32 2690.8849020608677,33 33 2697.571693207338,33 34 2704.291664068394,33 35 2711.012943957254,33 36 2717.708143216055,33 37 2724.3539353484084,33 38 2730.930647513992,33 39 2737.421867931175,33 40 2743.814075924202,33 41 2750.0962981239477,33 42 2756.259792611659,33 43 2762.2977615045916,33 44 2768.2050915451987,33 45 2773.978121602114,33 46 2779.6144355608276,33 47 2785.1126788233705,33 48 2790.4723965065637,33 49 2795.693891393212,33 50 2800.778099722512,33 51 2805.726482983523,33 52 2810.540933982603,33 53 2815.2236955797953,33 54 2819.7772906214336,33 55 2824.2044617300276,33 56 2828.5081197435165,33 57 2832.6912997210407,33 58 2836.7571235497608,33 59 2840.7087682957963,33 60 2844.5494395417354,33 61 2848.282349043228,33 62 2851.9106961183306,33 63 2855.4376522558696,33 64 2858.866348493743,33 65 2862.1998651754357,33 66 2865.44122374365,33 67 2868.5933802746076,33 68 2871.659220495745,33 69 2874.641556063889,33 70 2877.5431219110524,33 71 2880.366574491191,33 72 2883.11449078417,33 73 2885.7893679330605,33 74 2888.3936234082066,33 75 2890.929595606525,33 76 2893.399544807544,33 77 2895.805654418973,33 78 2898.1500324543845,33 79 2900.4347131940262,33 80 2902.6616589871464,33 81 2904.832762160459,33 82 2906.949847002866,33 83 2909.014671801237,33 84 2911.0289309060686,33 85 2912.9942568093593,33 86 2914.912222219965,33 87 2916.784342124316,33 88 2918.612075822532,33 89 2920.3968289318527,33 90 2922.139955350934,33 91 2923.842759179883,33 92 2925.506496592084,33 93 2927.1323776548684,33 94 2928.7215680968825,33 95 2930.2751910207367,33 96 2931.794328560088,33 97 2933.2800234808165,33 98 2934.7332807263524,33 99 2936.155068907555,
34 0 2828.133923191261,34 1 2812.628441512301,34 2 2797.192513181487,34 3 2781.947740003958,34 4 2767.0202185817734,34 5 2752.5376391192326,34 6 2738.6260951043637,34 7 2725.4067482171154,34 8 2712.9925160065154,34 9 2701.484960357872,34 10 2690.971550107539,34 11 2681.523450695076,34 12 2673.1939588829414,34 13 2666.0176547567703,34 14 2660.010291461754,34 15 2655.169391260534,34 16 2651.4754702111873,34 17 2648.893777714632,34 18 2647.376414310619,34 19 2646.864682338711,34 20 2647.291528441662,34 21 2648.5839519090327,34 22 2650.6652752109535,34 23 2653.4571992110464,34 24 2656.881592251791,34 25 2660.8619870348543,34 26 2665.324780272275,34 27 2670.200146588352,34 28 2675.4226899302403,34 29 2680.931863131633,34 30 2686.672189916815,34 31 2692.593324322996,34 32 2698.6499810611303,34 33 2704.8017674600787,34 34 2711.012943957254,34 35 2717.252136086097,34 36 2723.492016911464,34 37 2729.708975107606,34 38 2735.8827804966586,34 39 2741.996255933823,34 40 2748.0349619541207,34 41 2753.986898566301,34 42 2759.842226953775,34 43 2765.593012571742,34 44 2771.232990161771,34 45 2776.7573504893803,34 46 2782.162548099514,34 47 2787.4461290377862,34 48 2792.606577266018,34 49 2797.6431783790604,34 50 2802.5558991814246,34 51 2807.345281686988,34 52 2812.0123501472685,34 53 2816.5585297812036,34 54 2820.9855759625902,34 55 2825.295512713344,34 56 2829.490579446249,34 57 2833.573184996215,34 58 2837.545868071599,34 59 2841.4112633451846,34 60 2845.172072486867,34 61 2848.8310395164135,34 62 2852.3909299245465,34 63 2855.8545130742214,34 64 2859.2245474513425,34 65 2862.5037683857454,34 66 2865.6948779094096,34 67 2868.8005364599067,34 68 2871.8233561735474,34 69 2874.7658955449724,34 70 2877.6306552583906,34 71 2880.4200750207815,34 72 2883.1365312494104,34 73 2885.7823354853986,34 74 2888.3597334220267,34 75 2890.870904451334,34 76 2893.3179616455204,34 77 2895.702952101027,34 78 2898.0278575830466,34 79 2900.2945954168185,34 80 2902.5050195795952,34 81 2904.6609219536567,34 82 2906.764033706466,34 83 2908.816026768937,34 84 2910.8185153871054,34 85 2912.7730577261646,34 86 2914.681157509072,34 87 2916.544265674663,34 88 2918.363782042674,34 89 2920.1410569750838,34 90 2921.8773930250204,34 91 2923.574046566,34 92 2925.232229395584,34 93 2926.853110308695,34 94 2928.437816636792,34 95 2929.987435749957,34 96 2931.5030165196235,34 97 2932.985570740327,34 98 2934.436074509338,34 99 2935.8554695634853,
35 0 2832.136746752964,35 1 2817.6981433137053,35 2 2803.3475268843636,35 3 2789.191656935169,35 4 2775.340591110844,35 5 2761.905274878366,35 6 2748.9949226240024,35 7 2736.7143036039265,35 8 2725.1610619066087,35 9 2714.423205931161,35 10 2704.576898304199,35 11 2695.6846613545367,35 12 2687.794087339481,35 13 2680.9371090003046,35 14 2675.129848178717,35 15 2670.3730221398496,35 16 2666.6528528334757,35 17 2663.9423968389547,35 18 2662.203195337519,35 19 2661.3871349809724,35 20 2661.438411537894,35 21 2662.2954972158645,35 22 2663.893027433095,35 23 2666.163541143379,35 24 2669.039028315433,35 25 2672.4522569207934,35 26 2676.3378684060267,35 27 2680.6332442816506,35 28 2685.279156818743,35 29 2690.220223967271,35 30 2695.405192831834,35 31 2700.7870778494625,35 32 2706.323179755072,35 33 2711.9750100237566,35 34 2717.708143216055,35 35 2723.492016911464,35 36 2729.2996959970933,35 37 2735.1076151993934,35 38 2740.8953110521547,35 39 2746.6451520694613,35 40 2752.3420737795386,35 41 2757.9733234838204,35 42 2763.5282181228868,35 43 2768.9979174317086,35 44 2774.3752136186326,35 45 2779.6543380707017,35 46 2784.8307850379115,35 47 2789.9011518486395,35 48 2794.8629949289225,35 49 2799.7147007144335,35 50 2804.4553704345685,35 51 2809.084717695285,35 52 2813.602977776653,35 53 2818.010827580985,35 54 2822.3093152084334,35 55 2826.499798192148,35 56 2830.583889488696,35 57 2834.56341038759,35 58 2838.4403495730708,35 59 2842.2168276398747,35 60 2845.8950664307636,35 61 2849.477362626363,35 62 2852.966065076453,35 63 2856.363555416226,35 64 2859.6722315608645,35 65 2862.894493717219,35 66 2866.0327325925177,35 67 2869.0893195171516,35 68 2872.066598231839,35 69 2874.966878119285,35 70 2877.792428686936,35 71 2880.5454751310854,35 72 2883.2281948334426,35 73 2885.8427146598647,35 74 2888.391108947245,35 75 2890.8753980790375,35 76 2893.297547562576,35 77 2895.659467532534,35 78 2897.9630126146913,35 79 2900.2099820928033,35 80 2902.4021203289167,35 81 2904.5411173940993,35 82 2906.628609872352,35 83 2908.666181805539,35 84 2910.6553657515824,35 85 2912.5976439320757,35 86 2914.494449448793,35 87 2916.3471675515525,35 88 2918.1571369424328,35 89 2919.9256511035815,35 90 2921.6539596377847,35 91 2923.34326961266,35 92 2924.994746900783,35 93 2926.609517509341,35 94 2928.188668893992,35 95 2929.7332512525563,35 96 2931.244278794993,35 97 2932.722730986801,35 98 2934.169553763624,35 99 2935.585660715322,
36 0 2836.1361257092767,36 1 2822.6650458810814,36 2 2809.2950928778278,36 3 2796.1202614450476,36 4 2783.236944713803,36 5 2770.741925187279,36 6 2758.730214982003,36 7 2747.292834720118,36 8 2736.514631217274,36 9 2726.472237870584,36 10 2717.2322774682953,36 11 2708.849894915865,36 12 2701.367687946126,36 13 2694.815078986858,36 14 2689.2081434107067,36 15 2684.549881153638,36 16 2680.8308928810807,36 17 2678.0304008068233,36 18 2676.1175395171113,36 19 2675.0528344415384,36 20 2674.789784794403,36 21 2675.2764730032145,36 22 2676.457132457857,36 23 2678.2736182266754,36 24 2680.666739573607,36 25 2683.577427253055,36 26 2686.947721555875,36 27 2690.7215781968002,36 28 2694.8454979893554,36 29 2699.268992764899,36 30 2703.94490429655,36 31 2708.829595368618,36 32 2713.8830329435928,36 33 2719.0687829950853,36 34 2724.3539353484084,36 35 2729.708975107606,36 36 2735.1076151993934,36 37 2740.5266024234493,36 38 2745.9455073037307,36 39 2751.346506079782,36 40 2756.7141614155967,36 41 2762.0352068631523,36 42 2767.2983388041907,36 43 2772.4940184988054,36 44 2777.614285976022,36 45 2782.6525867878954,36 46 2787.603612090987,36 47 2792.4631520938674,36 48 2797.227962594138,36 49 2801.8956441032865,36 50 2806.4645329046593,36 51 2810.9336032936835,36 52 2815.3023801973673,36 53 2819.570861351352,36 54 2823.7394482187237,36 55 2827.808884858477,36 56 2831.7802039873327,36 57 2835.6546795224153,36 58 2839.4337849405983,36 59 2843.119156840817,36 60 2846.7125631463337,36 61 2850.2158754336892,36 62 2853.6310449227167,36 63 2856.960081707234,36 64 2860.205036848217,36 65 2863.3679869904263,36 66 2866.451021199417,36 67 2869.4562297487314,36 68 2872.3856946169103,36 69 2875.24148148097,36 70 2878.0256330172742,36 71 2880.740163342582,36 72 2883.3870534475377,36 73 2885.9682474923698,36 74 2888.485649850008,36 75 2890.9411227957153,36 76 2893.336484754519,36 77 2895.673509028614,36 78 2897.9539229365055,36 79 2900.179407304141,36 80 2902.3515962557735,36 81 2904.4720772589258,36 82 2906.5423913836094,36 83 2908.5640337410964,36 84 2910.53845407208,36 85 2912.467057457935,36 86 2914.3512051323623,36 87 2916.192215373701,36 88 2917.9913644608528,36 89 2919.7498876781815,36 90 2921.4689803566994,36 91 2923.1497989407526,36 92 2924.793462070907,36 93 2926.4010516751528,36 94 2927.9736140617283,36 95 2929.5121610079123,36 96 2931.01767084002,36 97 2932.491089500674,36 98 2933.933331600055,36 99 2935.34528144847,
37 0 2840.1084072099375,37 1 2827.516646190602,37 2 2815.035060305679,37 3 2802.7466391603466,37 4 2790.7360933062646,37 5 2779.088174105549,37 6 2767.885884500825,37 7 2757.2086514305347,37 8 2747.130537988492,37 9 2737.718575572663,37 10 2729.031292598768,37 11 2721.1175068652537,37 12 2714.0154339907876,37 13 2707.7521457467974,37 14 2702.3433912758283,37 15 2697.793773058121,37 16 2694.0972499792024,37 17 2691.2379236040097,37 18 2689.191051953567,37 19 2687.9242283040808,37 20 2687.3986607871957,37 21 2687.5704913475292,37 22 2688.392099014373,37 23 2689.813341364516,37 24 2691.7826983473783,37 25 2694.2482932638322,37 26 2697.158775779703,37 27 2700.4640607967935,37 28 2704.11592442586,37 29 2708.068464053902,37 30 2712.278433594748,37 31 2716.7054676034086,37 32 2721.3122092426343,37 33 2726.0643573692632,37 34 2730.930647513992,37 35 2735.8827804966586,37 36 2740.8953110521547,37 37 2745.9455073037307,37 38 2751.0131903361435,37 39 2756.080561581419,37 40 2761.13202429515,37 41 2766.1540041075036,37 42 2771.1347724976636,37 43 2776.064276067239,37 44 2780.933973671359,37 45 2785.736682794402,37 46 2790.466436015513,37 47 2795.118347980962,37 48 2799.688492969655,37 49 2804.1737928890334,37 50 2808.5719153569917,37 51 2812.88118139859,37 52 2817.1004822031405,37 53 2821.2292043384527,37 54 2825.2671627965947,37 55 2829.214541243094,37 56 2833.0718388537443,37 57 2836.8398231458077,37 58 2840.519488240154,37 59 2844.112018025039,37 60 2847.6187537288665,37 61 2851.0411654468,37 62 2854.3808272034653,37 63 2857.6393951703294,37 64 2860.818588691143,37 65 2863.9201738017177,37 66 2866.9459489610636,37 67 2869.897732739418,37 68 2872.777353234962,37 69 2875.5866390150454,37 70 2878.327411399623,37 71 2881.001477924493,37 72 2883.6106268398057,37 73 2886.1566225155343,37 74 2888.6412016400836,37 75 2891.0660701112133,37 76 2893.4329005301165,37 77 2895.7433302198565,37 78 2897.998959698617,37 79 2900.2013515464764,37 80 2902.352029611715,37 81 2904.452478509151,37 82 2906.5041433688048,37 83 2908.508429798219,37 84 2910.4667040263566,37 85 2912.3802932009194,37 86 2914.2504858145053,37 87 2916.078532238111,37 88 2917.8656453432327,37 89 2919.613001196265,37 90 2921.32173981099,37 91 2922.9929659468617,37 92 2924.627749942427,37 93 2926.2271285746806,37 94 2927.792105936423,37 95 2929.3236543248236,37 96 2930.8227151353526,37 97 2932.290199756125,37 98 2933.726990458452,37 99 2935.1339412800376,
