1.022222222222222109e-02,2.148888888888888724e-02,1.373333333333333177e-02,-2.548888888888888732e-02,-5.708888888888889040e-02,-3.424444444444444541e-02,-6.333333333333333176e-03,-5.111111111111110543e-03,-8.355555555555555305e-03,-7.644444444444445028e-03,-5.311111111111111067e-03,-5.177777777777777674e-03,-1.037777777777777743e-02,-2.353333333333333666e-02,-3.768888888888888983e-02,-1.642222222222222000e-02,2.753333333333333327e-02,3.655555555555555641e-02,2.148888888888888724e-02,1.171111111111110964e-02,7.222222222222221891e-03,5.111111111111110543e-03,1.577777777777777772e-03,6.888888888888888406e-04,2.244444444444444308e-03,1.288888888888888896e-03,1.088888888888888806e-03,-1.288888888888888896e-03,-5.222222222222222716e-03,-6.155555555555555607e-03,-4.511111111111110704e-03,1.333333333333333289e-03,1.062222222222222213e-02,1.906666666666666579e-02,2.542222222222222106e-02,2.760000000000000300e-02,2.566666666666666749e-02,2.402222222222222259e-02,2.177777777777777785e-02,1.675555555555555479e-02,9.777777777777779331e-03,2.022222222222222129e-03,-4.644444444444444965e-03,-8.311111111111111130e-03,-1.028888888888888908e-02,-1.131111111111111206e-02,-1.064444444444444422e-02,-9.822222222222223506e-03,-9.177777777777777757e-03,-8.400000000000001216e-03,-5.288888888888888980e-03,-6.066666666666666388e-03,-7.977777777777778079e-03,-6.111111111111110564e-03,-5.533333333333332812e-03,-5.000000000000000104e-03,-4.488888888888888616e-03,-3.955555555555555908e-03,1.317777777777777784e-02,1.502222222222222153e-02
1.073333333333333257e-02,1.164444444444444338e-02,-3.115555555555555439e-02,-6.128888888888889275e-02,-2.975555555555555592e-02,-3.777777777777777688e-04,-4.799999999999999580e-03,-1.028888888888888908e-02,-7.755555555555555466e-03,-2.066666666666666739e-03,9.333333333333333239e-04,-2.333333333333333526e-03,-1.357777777777777715e-02,-2.884444444444444339e-02,-1.193333333333333399e-02,2.417777777777777720e-02,2.684444444444444508e-02,1.308888888888888775e-02,6.777777777777777533e-03,4.533333333333332792e-03,3.555555555555555292e-03,7.333333333333332330e-04,2.000000000000000096e-04,1.866666666666666648e-03,1.044444444444444413e-03,8.888888888888888231e-04,-1.644444444444444469e-03,-5.177777777777777674e-03,-7.333333333333333197e-03,-6.400000000000000307e-03,1.111111111111111110e-03,1.184444444444444564e-02,2.148888888888888724e-02,2.828888888888888772e-02,3.060000000000000220e-02,2.902222222222222356e-02,2.800000000000000058e-02,2.619999999999999760e-02,2.064444444444444443e-02,1.146666666666666667e-02,5.777777777777777513e-04,-8.022222222222222254e-03,-1.306666666666666567e-02,-1.497777777777777736e-02,-1.428888888888888917e-02,-1.293333333333333314e-02,-1.028888888888888908e-02,-8.977777777777777232e-03,-8.488888888888889567e-03,-8.933333333333333057e-03,-9.044444444444443496e-03,-7.177777777777777715e-03,-6.533333333333332833e-03,-5.911111111111111774e-03,-5.311111111111111067e-03,-4.733333333333333316e-03,-4.133333333333333477e-03,9.777777777777779331e-03,1.813333333333333117e-02,6.444444444444444482e-03
-4.599999999999999922e-03,-2.397777777777777841e-02,-3.624444444444444718e-02,-2.091111111111111295e-02,-8.044444444444444342e-03,-1.200000000000000025e-02,-1.526666666666666797e-02,-8.999999999999999320e-03,2.822222222222222493e-03,1.122222222222222197e-02,1.102222222222222145e-02,6.711111111111111270e-03,1.051111111111111170e-02,1.308888888888888775e-02,-3.511111111111111117e-03,-1.231111111111111121e-02,-4.933333333333333841e-03,-1.222222222222222416e-03,2.288888888888888917e-03,1.399999999999999986e-03,-2.222222222222222058e-04,1.666666666666666774e-03,1.555555555555555684e-03,1.711111111111110949e-03,4.888888888888888581e-04,-2.177777777777777611e-03,-3.288888888888888938e-03,-5.311111111111111067e-03,-5.088888888888888455e-03,2.044444444444444217e-03,1.235555555555555539e-02,2.257777777777777994e-02,2.866666666666666669e-02,3.039999999999999994e-02,3.031111111111111159e-02,3.057777777777778011e-02,3.028888888888888950e-02,2.511111111111111183e-02,1.366666666666666551e-02,-1.288888888888888896e-03,-1.295555555555555523e-02,-1.837777777777777760e-02,-1.902222222222222162e-02,-1.613333333333333286e-02,-1.386666666666666776e-02,-1.282222222222222270e-02,-1.008888888888888856e-02,-9.244444444444444020e-03,-1.066666666666666631e-02,-9.555555555555554983e-03,-7.666666666666667115e-03,-6.977777777777778058e-03,-6.311111111111111088e-03,-5.666666666666667074e-03,-4.977777777777778016e-03,-6.844444444444443797e-03,5.000000000000000104e-03,1.253333333333333383e-02,3.511111111111111117e-03,5.111111111111110543e-04
-1.006666666666666647e-02,-1.971111111111111328e-02,-1.704444444444444540e-02,-1.571111111111110972e-02,-2.004444444444444459e-02,-2.313333333333333214e-02,-1.408888888888888864e-02,8.822222222222222618e-03,2.786666666666666806e-02,2.739999999999999727e-02,1.751111111111111271e-02,1.682222222222222452e-02,1.444444444444444378e-02,-8.177777777777776869e-03,-2.000000000000000042e-02,-1.128888888888888997e-02,-5.177777777777777674e-03,-2.377777777777777702e-03,-2.222222222222222329e-05,1.222222222222222416e-03,1.133333333333333198e-03,1.333333333333333289e-03,1.911111111111111257e-03,1.155555555555555503e-03,-8.888888888888888231e-04,-5.333333333333333589e-04,-1.644444444444444469e-03,-1.866666666666666648e-03,4.000000000000000083e-03,1.235555555555555539e-02,2.117777777777777801e-02,2.653333333333333585e-02,2.835555555555555399e-02,2.904444444444444565e-02,3.033333333333333368e-02,3.211111111111111110e-02,2.882222222222222130e-02,1.604444444444444451e-02,-2.688888888888889099e-03,-1.726666666666666627e-02,-2.271111111111111247e-02,-2.111111111111111174e-02,-1.813333333333333117e-02,-1.588888888888888989e-02,-1.251111111111111174e-02,-1.106666666666666562e-02,-1.188888888888888981e-02,-1.068888888888888840e-02,-8.844444444444444706e-03,-8.088888888888888518e-03,-7.422222222222222415e-03,-6.733333333333333358e-03,-5.977777777777778037e-03,-5.222222222222222716e-03,-6.933333333333333882e-03,7.333333333333332330e-04,6.088888888888888476e-03,-2.444444444444444291e-04,-4.977777777777778016e-03,-3.888888888888888777e-03
-7.177777777777777715e-03,-1.499999999999999944e-02,-1.888888888888888909e-02,-2.553333333333333496e-02,-3.182222222222222396e-02,-2.517777777777777809e-02,1.277777777777777853e-02,5.062222222222222123e-02,4.733333333333333837e-02,2.157777777777777906e-02,6.400000000000000307e-03,3.777777777777777688e-04,-6.622222222222222052e-03,-1.037777777777777743e-02,-9.022222222222221408e-03,-5.555555555555555768e-03,-3.200000000000000153e-03,-7.555555555555555376e-04,6.666666666666666444e-04,8.222222222222222345e-04,1.244444444444444504e-03,2.200000000000000133e-03,2.000000000000000042e-03,6.444444444444444482e-04,2.599999999999999881e-03,2.466666666666666920e-03,1.688888888888888861e-03,6.155555555555555607e-03,1.322222222222222202e-02,1.926666666666666458e-02,2.260000000000000203e-02,2.488888888888889095e-02,2.524444444444444435e-02,2.677777777777777882e-02,2.951111111111111296e-02,2.773333333333333553e-02,1.626666666666666539e-02,-2.688888888888889099e-03,-1.771111111111111150e-02,-2.237777777777777768e-02,-2.113333333333333383e-02,-1.857777777777777986e-02,-1.480000000000000066e-02,-1.239999999999999956e-02,-1.302222222222222149e-02,-1.211111111111111069e-02,-9.955555555555556033e-03,-9.199999999999999845e-03,-8.555555555555555830e-03,-7.911111111111111815e-03,-7.177777777777777715e-03,-6.377777777777778219e-03,-7.844444444444443817e-03,-7.000000000000000146e-03,2.222222222222222058e-04,2.022222222222222129e-03,-2.000000000000000042e-03,-4.955555555555555929e-03,-8.133333333333332693e-03,-4.844444444444443755e-03
-7.400000000000000328e-03,-1.720000000000000001e-02,-2.384444444444444589e-02,-3.019999999999999768e-02,-2.373333333333333545e-02,1.395555555555555612e-02,5.415555555555556094e-02,5.266666666666666718e-02,2.164444444444444532e-02,1.977777777777777954e-03,-4.488888888888888616e-03,-9.777777777777779331e-03,-8.222222222222221044e-03,-6.488888888888888658e-03,-4.977777777777778016e-03,-2.955555555555555887e-03,-8.666666666666667353e-04,4.444444444444444115e-04,6.666666666666666444e-04,2.066666666666666739e-03,2.533333333333333184e-03,2.000000000000000042e-03,2.022222222222222129e-03,5.266666666666666892e-03,5.866666666666665864e-03,4.511111111111110704e-03,7.888888888888889728e-03,1.337777777777777836e-02,1.768888888888888941e-02,1.977777777777777954e-02,2.153333333333333488e-02,2.113333333333333383e-02,2.106666666666666757e-02,2.195555555555555455e-02,2.024444444444444338e-02,1.286666666666666688e-02,-9.555555555555556285e-04,-1.324444444444444410e-02,-1.822222222222222299e-02,-1.855555555555555777e-02,-1.562222222222222137e-02,-1.313333333333333366e-02,-1.273333333333333262e-02,-1.268888888888888844e-02,-1.166666666666666546e-02,-1.011111111111111065e-02,-9.622222222222221247e-03,-9.088888888888889406e-03,-8.466666666666667479e-03,-7.733333333333333379e-03,-6.844444444444443797e-03,-8.066666666666666430e-03,-7.044444444444444321e-03,-1.111111111111111110e-03,1.111111111111111029e-04,-2.799999999999999972e-03,-4.799999999999999580e-03,-6.933333333333333882e-03,-8.977777777777777232e-03,-4.977777777777778016e-03
-7.466666666666666591e-03,-1.637777777777777583e-02,-1.791111111111111029e-02,-9.800000000000001418e-03,1.297777777777777732e-02,3.368888888888889321e-02,3.351111111111110957e-02,1.706666666666666748e-02,3.044444444444444238e-03,-3.111111111111111369e-03,-6.022222222222222213e-03,-6.088888888888888476e-03,-4.155555555555555565e-03,-2.733333333333333275e-03,-2.333333333333333526e-03,-7.111111111111111452e-04,4.444444444444444115e-04,6.444444444444444482e-04,2.133333333333333436e-03,2.844444444444444581e-03,2.599999999999999881e-03,3.044444444444444238e-03,7.288888888888889021e-03,8.266666666666666954e-03,6.333333333333333176e-03,8.955555555555555144e-03,1.337777777777777836e-02,1.662222222222222226e-02,1.802222222222222073e-02,1.966666666666666910e-02,1.893333333333333326e-02,1.697777777777777913e-02,1.491111111111111109e-02,1.108888888888888771e-02,5.400000000000000286e-03,-1.955555555555555432e-03,-8.933333333333333057e-03,-1.299999999999999940e-02,-1.342222222222222254e-02,-1.228888888888888913e-02,-1.111111111111111154e-02,-1.244444444444444547e-02,-1.260000000000000009e-02,-1.053333333333333378e-02,-1.031111111111111117e-02,-1.008888888888888856e-02,-9.755555555555557243e-03,-9.244444444444444020e-03,-8.466666666666667479e-03,-9.488888888888888720e-03,-8.333333333333333218e-03,-5.022222222222222192e-03,-8.444444444444444307e-04,8.888888888888889315e-05,-3.155555555555555544e-03,-4.533333333333332792e-03,-5.955555555555555949e-03,-7.333333333333333197e-03,-8.555555555555555830e-03,-4.555555555555555747e-03
-4.844444444444443755e-03,-7.933333333333333903e-03,-2.355555555555555614e-03,8.199999999999998956e-03,1.753333333333333480e-02,1.802222222222222073e-02,1.171111111111110964e-02,4.488888888888888616e-03,-8.888888888888889315e-05,-1.911111111111111257e-03,-2.133333333333333436e-03,-2.155555555555555523e-03,-1.622222222222222164e-03,-1.399999999999999986e-03,-5.999999999999999474e-04,4.444444444444444115e-04,1.399999999999999986e-03,2.244444444444444308e-03,2.355555555555555614e-03,3.022222222222222150e-03,3.688888888888889120e-03,8.577777777777777918e-03,9.755555555555557243e-03,7.288888888888889021e-03,1.068888888888888840e-02,1.304444444444444358e-02,1.442222222222222169e-02,1.724444444444444419e-02,1.911111111111110997e-02,2.082222222222222113e-02,2.006666666666666668e-02,1.257777777777777800e-02,2.200000000000000133e-03,-4.377777777777778177e-03,-7.000000000000000146e-03,-8.733333333333332532e-03,-9.599999999999999159e-03,-9.688888888888887510e-03,-9.444444444444444545e-03,-1.191111111111111190e-02,-1.159999999999999920e-02,-9.355555555555556194e-03,-1.039999999999999952e-02,-1.066666666666666631e-02,-1.082222222222222266e-02,-1.068888888888888840e-02,-1.024444444444444317e-02,-1.135555555555555624e-02,-1.017777777777777691e-02,-6.777777777777777533e-03,-5.133333333333333498e-03,9.555555555555556285e-04,1.733333333333333471e-03,-3.244444444444444329e-03,-4.244444444444444783e-03,-5.199999999999999761e-03,-6.000000000000000125e-03,-6.555555555555555788e-03,-6.622222222222222052e-03,-3.244444444444444329e-03
-1.133333333333333198e-03,1.333333333333333397e-04,4.000000000000000083e-03,7.688888888888889203e-03,9.511111111111110808e-03,7.822222222222221730e-03,5.444444444444444461e-03,3.888888888888888777e-03,3.311111111111111026e-03,1.866666666666666648e-03,-8.888888888888888231e-04,-2.244444444444444308e-03,-2.066666666666666739e-03,-4.444444444444444115e-04,6.666666666666666444e-04,1.422222222222222290e-03,2.333333333333333526e-03,2.488888888888889008e-03,3.266666666666666417e-03,4.044444444444444259e-03,9.355555555555556194e-03,1.051111111111111170e-02,7.488888888888888679e-03,1.039999999999999952e-02,1.213333333333333278e-02,1.315555555555555575e-02,1.651111111111111182e-02,2.157777777777777906e-02,2.737777777777777519e-02,2.853333333333333416e-02,1.648888888888888626e-02,-4.799999999999999580e-03,-1.722222222222222210e-02,-1.653333333333333391e-02,-1.186666666666666772e-02,-9.222222222222221932e-03,-7.644444444444445028e-03,-8.066666666666666430e-03,-1.042222222222222335e-02,-9.288888888888889930e-03,-8.711111111111110444e-03,-1.048888888888888961e-02,-1.135555555555555624e-02,-1.191111111111111190e-02,-1.206666666666666651e-02,-1.171111111111110964e-02,-1.255555555555555591e-02,-1.108888888888888771e-02,-7.377777777777778240e-03,-5.244444444444444804e-03,4.333333333333333134e-03,4.955555555555555929e-03,-3.266666666666666417e-03,-3.977777777777777996e-03,-4.666666666666667053e-03,-5.177777777777777674e-03,-5.400000000000000286e-03,-5.155555555555555586e-03,-4.266666666666666871e-03,-1.822222222222222255e-03
2.888888888888888756e-04,1.511111111111111075e-03,1.977777777777777954e-03,3.066666666666666759e-03,5.555555555555555768e-03,7.666666666666667115e-03,9.644444444444443335e-03,9.844444444444445594e-03,5.333333333333333155e-03,-1.466666666666666466e-03,-3.755555555555555383e-03,-2.622222222222222402e-03,-1.688888888888888861e-03,1.333333333333333289e-03,2.466666666666666920e-03,1.555555555555555684e-03,2.555555555555555271e-03,3.355555555555555635e-03,4.155555555555555565e-03,9.711111111111109598e-03,1.073333333333333257e-02,9.688888888888887510e-03,9.377777777777778281e-03,7.755555555555555466e-03,1.088888888888888892e-02,1.411111111111111073e-02,2.082222222222222113e-02,3.286666666666666903e-02,4.186666666666667008e-02,2.613333333333333133e-02,-1.088888888888888892e-02,-3.046666666666666620e-02,-2.482222222222222122e-02,-1.502222222222222153e-02,-8.288888888888889042e-03,-6.466666666666666570e-03,-6.488888888888888658e-03,-7.488888888888888679e-03,-7.955555555555555991e-03,-8.333333333333333218e-03,-1.099999999999999936e-02,-1.257777777777777800e-02,-1.362222222222222133e-02,-1.402222222222222238e-02,-1.533333333333333423e-02,-1.422222222222222117e-02,-1.068888888888888840e-02,-8.177777777777776869e-03,-5.333333333333333155e-03,9.311111111111112018e-03,9.777777777777779331e-03,-3.244444444444444329e-03,-3.866666666666666689e-03,-4.444444444444444441e-03,-4.888888888888889665e-03,-5.088888888888888455e-03,-4.888888888888889665e-03,-4.244444444444444783e-03,-3.222222222222222241e-03,-1.311111111111111201e-03
